case_id,family,n,seed,oracle_valid,oracle_reason,distinct_values,upper_ok,lower_ok,algorithm,run_index,time_ns,sorted_correct,error
flat_valid_n8_001,flat_valid,8,,True,,True,True,True,python_sort,1,792,True,
