case_id,family,n,algorithm,measured_run_count,median_time_ns,q1_time_ns,q3_time_ns,iqr_time_ns,relative_iqr,mean_time_ns,stdev_time_ns
nested_valid_n32_001,nested_valid,32,python_sort,10,708.0,666.0,750.0,84.0,0.11864406779661017,712.3,63.559333609540694
nested_valid_n32_001,nested_valid,32,simplified_jordan_reference,10,185833.5,184875.0,186542.0,1667.0,0.00897039554224615,185891.7,4040.7338181187943
nested_valid_n32_001,nested_valid,32,simplified_jordan_paper_ordinary_list,10,479937.5,478084.0,483750.0,5666.0,0.011805703867691105,480258.5,5309.500881543491
flat_valid_n64_001,flat_valid,64,python_sort,10,375.0,375.0,417.0,42.0,0.112,404.2,73.86143182413343
flat_valid_n64_001,flat_valid,64,simplified_jordan_reference,10,527146.0,521041.0,536083.0,15042.0,0.028534789223478886,527375.0,9459.98852477575
flat_valid_n64_001,flat_valid,64,simplified_jordan_paper_ordinary_list,10,851604.5,845625.0,860292.0,14667.0,0.017222783580875863,855720.9,14003.186553622556
incremental_valid_n64_001,incremental_valid,64,python_sort,10,1209.0,1208.0,1250.0,42.0,0.034739454094292806,1304.4,275.16104375438033
incremental_valid_n64_001,incremental_valid,64,simplified_jordan_reference,10,585687.5,580209.0,590208.0,9999.0,0.017072244157507202,585058.3,5394.37192410345
incremental_valid_n64_001,incremental_valid,64,simplified_jordan_paper_ordinary_list,10,1301437.5,1294667.0,1315750.0,21083.0,0.016199779090428853,1308345.7,24213.74950564704
incremental_valid_n64_002,incremental_valid,64,python_sort,10,1458.0,1417.0,1500.0,83.0,0.05692729766803841,1450.0,54.85739087245522
incremental_valid_n64_002,incremental_valid,64,simplified_jordan_reference,10,588375.0,583458.0,595375.0,11917.0,0.020254089653707244,591595.8,12354.457331487918
incremental_valid_n64_002,incremental_valid,64,simplified_jordan_paper_ordinary_list,10,1264042.0,1254458.0,1271125.0,16667.0,0.013185479596405815,1265779.3,13315.388675013082
incremental_valid_n64_003,incremental_valid,64,python_sort,10,1437.5,1416.0,1500.0,84.0,0.058434782608695654,1449.9,51.323483903569915
incremental_valid_n64_003,incremental_valid,64,simplified_jordan_reference,10,592833.5,588000.0,597667.0,9667.0,0.016306433425236598,593496.0,7550.5916618795145
incremental_valid_n64_003,incremental_valid,64,simplified_jordan_paper_ordinary_list,10,1311729.0,1308458.0,1328833.0,20375.0,0.015532934013046902,1317633.3,15418.359590292202
incremental_valid_n64_004,incremental_valid,64,python_sort,10,1416.0,1375.0,1458.0,83.0,0.05861581920903955,1445.7,98.33621464705213
incremental_valid_n64_004,incremental_valid,64,simplified_jordan_reference,10,584208.5,581250.0,590291.0,9041.0,0.015475639262352396,587116.6,8872.890574979247
incremental_valid_n64_004,incremental_valid,64,simplified_jordan_paper_ordinary_list,10,1298042.0,1277500.0,1305750.0,28250.0,0.021763548483022893,1308625.0,57326.348762540634
incremental_valid_n64_005,incremental_valid,64,python_sort,10,1417.0,1375.0,1458.0,83.0,0.05857445306986592,1516.7,308.1587073066229
incremental_valid_n64_005,incremental_valid,64,simplified_jordan_reference,10,572937.5,570416.0,586375.0,15959.0,0.027854696192865715,576279.2,9273.246498515082
incremental_valid_n64_005,incremental_valid,64,simplified_jordan_paper_ordinary_list,10,1218458.5,1208125.0,1236209.0,28084.0,0.02304879485021443,1226954.3,28968.535597744285
nested_valid_n64_001,nested_valid,64,python_sort,10,1167.0,1125.0,1459.0,334.0,0.286203941730934,1396.0,470.6076450245529
nested_valid_n64_001,nested_valid,64,simplified_jordan_reference,10,612208.5,606292.0,621125.0,14833.0,0.024228673727986462,615987.4,13077.821719741149
nested_valid_n64_001,nested_valid,64,simplified_jordan_paper_ordinary_list,10,1057604.5,1051667.0,1073667.0,22000.0,0.020801726921547706,1064925.1,18047.454461625453
flat_valid_n128_001,flat_valid,128,python_sort,10,479.0,458.0,500.0,42.0,0.08768267223382047,499.8,59.00433129111041
flat_valid_n128_001,flat_valid,128,simplified_jordan_reference,10,1881979.0,1875959.0,1902417.0,26458.0,0.01405860532981505,1890533.3,23837.842156490966
flat_valid_n128_001,flat_valid,128,simplified_jordan_paper_ordinary_list,10,1730708.5,1722458.0,1750583.0,28125.0,0.016250570214452635,1737925.1,20764.847167214542
incremental_valid_n128_001,incremental_valid,128,python_sort,10,2687.5,2625.0,2792.0,167.0,0.06213953488372093,2700.0,98.02153958300299
incremental_valid_n128_001,incremental_valid,128,simplified_jordan_reference,10,2077396.0,2067667.0,2089209.0,21542.0,0.010369712852051318,2083950.0,26067.76112365617
incremental_valid_n128_001,incremental_valid,128,simplified_jordan_paper_ordinary_list,10,2813291.0,2797625.0,2827500.0,29875.0,0.010619235621199513,2815999.8,25134.830922668072
incremental_valid_n128_002,incremental_valid,128,python_sort,10,2709.0,2708.0,2791.0,83.0,0.03063861203396087,2745.8,74.45774342239734
incremental_valid_n128_002,incremental_valid,128,simplified_jordan_reference,10,2097542.0,2088625.0,2104208.0,15583.0,0.007429171859252401,2098725.1,16866.13103530267
incremental_valid_n128_002,incremental_valid,128,simplified_jordan_paper_ordinary_list,10,2876062.5,2856834.0,2915958.0,59124.0,0.020557272312406286,2886354.2,38347.43845943298
incremental_valid_n128_003,incremental_valid,128,python_sort,10,2812.5,2750.0,2875.0,125.0,0.044444444444444446,2804.3,85.54667342061487
incremental_valid_n128_003,incremental_valid,128,simplified_jordan_reference,10,2073604.5,2068042.0,2108709.0,40667.0,0.019611743705224404,2086975.2,26362.454399307277
incremental_valid_n128_003,incremental_valid,128,simplified_jordan_paper_ordinary_list,10,2825146.0,2819500.0,2844250.0,24750.0,0.008760609186215509,2832204.2,24507.413049932464
incremental_valid_n128_004,incremental_valid,128,python_sort,10,2729.5,2667.0,2792.0,125.0,0.045795933321121085,2729.3,79.19883556944228
incremental_valid_n128_004,incremental_valid,128,simplified_jordan_reference,10,2127146.0,2124667.0,2170125.0,45458.0,0.021370418391591362,2138199.9,24744.990978871752
incremental_valid_n128_004,incremental_valid,128,simplified_jordan_paper_ordinary_list,10,2904167.0,2894500.0,2911417.0,16917.0,0.0058250782410240185,2903000.2,16500.683210097697
incremental_valid_n128_005,incremental_valid,128,python_sort,10,2833.0,2709.0,3583.0,874.0,0.308506883162725,3175.0,639.661542449512
incremental_valid_n128_005,incremental_valid,128,simplified_jordan_reference,10,2104666.5,2079416.0,2116583.0,37167.0,0.01765932987482815,2119370.7,54679.12524304357
incremental_valid_n128_005,incremental_valid,128,simplified_jordan_paper_ordinary_list,10,2748249.5,2723417.0,2787125.0,63708.0,0.023181301406586266,2757962.6,46459.63158891575
nested_valid_n128_001,nested_valid,128,python_sort,10,2333.0,2208.0,2750.0,542.0,0.23231890270038577,2412.4,273.1841869508556
nested_valid_n128_001,nested_valid,128,simplified_jordan_reference,10,2223688.0,2207333.0,2234667.0,27334.0,0.012292192070110555,2227096.1,23159.20555848149
nested_valid_n128_001,nested_valid,128,simplified_jordan_paper_ordinary_list,10,2481146.0,2464500.0,2503875.0,39375.0,0.015869682799802994,2483375.1,22921.76186000253
flat_valid_n256_001,flat_valid,256,python_sort,10,709.0,667.0,750.0,83.0,0.11706629055007052,712.7,36.33195716048216
flat_valid_n256_001,flat_valid,256,simplified_jordan_reference,10,7144979.0,7135500.0,7153584.0,18084.0,0.002531008138722311,7146058.2,21410.363003824936
flat_valid_n256_001,flat_valid,256,simplified_jordan_paper_ordinary_list,10,3664542.0,3621167.0,3719166.0,97999.0,0.02674249606089929,3666783.4,46173.812070864966
incremental_valid_n256_001,incremental_valid,256,python_sort,10,5271.0,5209.0,5375.0,166.0,0.031493075317776516,5604.4,1102.2182885234465
incremental_valid_n256_001,incremental_valid,256,simplified_jordan_reference,10,7965854.0,7962500.0,7986875.0,24375.0,0.003059935569996638,7971366.8,21572.035497632372
incremental_valid_n256_001,incremental_valid,256,simplified_jordan_paper_ordinary_list,10,6827917.0,6755000.0,6876250.0,121250.0,0.01775797801877205,6818641.8,75448.14046423617
incremental_valid_n256_002,incremental_valid,256,python_sort,10,5104.0,5000.0,5208.0,208.0,0.04075235109717868,5374.8,911.986452141088
incremental_valid_n256_002,incremental_valid,256,simplified_jordan_reference,10,7948854.5,7918542.0,7999083.0,80541.0,0.01013240335447076,7957787.4,44292.06938593961
incremental_valid_n256_002,incremental_valid,256,simplified_jordan_paper_ordinary_list,10,6832291.5,6790000.0,6877500.0,87500.0,0.012806830621907746,6838674.9,52545.1061268105
incremental_valid_n256_003,incremental_valid,256,python_sort,10,5187.5,5166.0,5209.0,43.0,0.008289156626506025,5454.2,897.6072885424029
incremental_valid_n256_003,incremental_valid,256,simplified_jordan_reference,10,7961042.0,7934292.0,7978667.0,44375.0,0.005574019079411966,7955921.1,29015.558697782202
incremental_valid_n256_003,incremental_valid,256,simplified_jordan_paper_ordinary_list,10,6686395.5,6615625.0,6715084.0,99459.0,0.014874830542105982,6670087.5,63790.39553664973
incremental_valid_n256_004,incremental_valid,256,python_sort,10,5375.5,5208.0,5584.0,376.0,0.06994698167612315,5596.0,750.334888196227
incremental_valid_n256_004,incremental_valid,256,simplified_jordan_reference,10,7862375.0,7840667.0,7879292.0,38625.0,0.004912637720790473,7869083.4,52334.16630802057
incremental_valid_n256_004,incremental_valid,256,simplified_jordan_paper_ordinary_list,10,6348792.0,6331000.0,6404750.0,73750.0,0.011616383085160137,6355733.5,60601.83415128621
incremental_valid_n256_005,incremental_valid,256,python_sort,10,4937.5,4833.0,5000.0,167.0,0.033822784810126585,5375.0,1114.3952021911557
incremental_valid_n256_005,incremental_valid,256,simplified_jordan_reference,10,7810083.5,7792459.0,7837041.0,44582.0,0.005708261633822481,7822241.6,45474.893278721516
incremental_valid_n256_005,incremental_valid,256,simplified_jordan_paper_ordinary_list,10,6385750.0,6377000.0,6449875.0,72875.0,0.011412128567513604,6415433.3,71694.95986322113
nested_valid_n256_001,nested_valid,256,python_sort,10,4771.0,4250.0,5792.0,1542.0,0.3232026828757074,4858.5,798.2968328468636
nested_valid_n256_001,nested_valid,256,simplified_jordan_reference,10,8525250.0,8486417.0,8551334.0,64917.0,0.007614674056479282,8533375.0,61796.82475302073
nested_valid_n256_001,nested_valid,256,simplified_jordan_paper_ordinary_list,10,6289229.0,6253583.0,6342500.0,88917.0,0.014137980983042595,6296108.3,51789.26179999951
flat_valid_n512_001,flat_valid,512,python_sort,10,1395.5,1250.0,1625.0,375.0,0.2687208885704049,1433.4,195.5778901387146
flat_valid_n512_001,flat_valid,512,simplified_jordan_reference,10,28965520.5,28929292.0,29021416.0,92124.0,0.003180471070768433,28970150.0,74278.0257007414
flat_valid_n512_001,flat_valid,512,simplified_jordan_paper_ordinary_list,10,8120666.5,8097791.0,8145166.0,47375.0,0.005833880753507117,8121137.3,48616.658322590985
incremental_valid_n512_001,incremental_valid,512,python_sort,10,11771.0,11084.0,12084.0,1000.0,0.08495454931611587,11737.6,702.1356627382552
incremental_valid_n512_001,incremental_valid,512,simplified_jordan_reference,10,33278187.5,33264625.0,33310667.0,46042.0,0.0013835489087258733,33281025.1,62239.51875786887
incremental_valid_n512_001,incremental_valid,512,simplified_jordan_paper_ordinary_list,10,19555708.5,19368791.0,19642334.0,273543.0,0.013987884918615964,19487250.1,166658.651604243
incremental_valid_n512_002,incremental_valid,512,python_sort,10,10458.0,10333.0,11333.0,1000.0,0.09562057754828839,11170.7,1605.820527539322
incremental_valid_n512_002,incremental_valid,512,simplified_jordan_reference,10,33117250.0,33074541.0,33182041.0,107500.0,0.0032460424703138094,33135574.9,71982.48506322755
incremental_valid_n512_002,incremental_valid,512,simplified_jordan_paper_ordinary_list,10,18936666.0,18909250.0,18984041.0,74791.0,0.0039495336718723345,18957087.2,93149.92411018559
incremental_valid_n512_003,incremental_valid,512,python_sort,10,10770.5,10541.0,11250.0,709.0,0.06582795599090108,11320.6,1554.9802571093949
incremental_valid_n512_003,incremental_valid,512,simplified_jordan_reference,10,33277645.5,33200833.0,33368083.0,167250.0,0.0050258964384965275,33266145.8,119427.61224812664
incremental_valid_n512_003,incremental_valid,512,simplified_jordan_paper_ordinary_list,10,18768583.5,18712834.0,18868625.0,155791.0,0.008300626416479433,18795283.7,96773.67516249217
incremental_valid_n512_004,incremental_valid,512,python_sort,10,11208.0,10584.0,13500.0,2916.0,0.26017130620985013,12004.2,2081.41777535303
incremental_valid_n512_004,incremental_valid,512,simplified_jordan_reference,10,33270541.5,33217125.0,33294125.0,77000.0,0.0023143596866314906,33261112.6,93081.92321605737
incremental_valid_n512_004,incremental_valid,512,simplified_jordan_paper_ordinary_list,10,18850583.5,18672292.0,18948084.0,275792.0,0.014630422448196364,18822071.0,172957.6168359045
incremental_valid_n512_005,incremental_valid,512,python_sort,10,11270.5,10750.0,11959.0,1209.0,0.10727119471185839,11671.0,1240.689772308578
incremental_valid_n512_005,incremental_valid,512,simplified_jordan_reference,10,32949645.5,32906333.0,32962708.0,56375.0,0.0017109440524936755,32934329.1,54777.62700318443
incremental_valid_n512_005,incremental_valid,512,simplified_jordan_paper_ordinary_list,10,18358000.0,18171834.0,18393833.0,221999.0,0.012092766096524677,18321204.3,165498.61418892775
nested_valid_n512_001,nested_valid,512,python_sort,10,10583.5,10250.0,10959.0,709.0,0.0669910710067558,10525.1,896.9603546298898
nested_valid_n512_001,nested_valid,512,simplified_jordan_reference,10,34424645.5,34346666.0,34502459.0,155793.0,0.004525623945786167,34434958.3,90167.07332138736
nested_valid_n512_001,nested_valid,512,simplified_jordan_paper_ordinary_list,10,17892771.0,17779875.0,18061375.0,281500.0,0.01573261067276835,17924700.0,166659.08214275833
