family,n,algorithm,case_count,median_case_time_ns,q1_case_time_ns,q3_case_time_ns,iqr_case_time_ns,median_relative_iqr,max_relative_iqr
flat_valid,32,python_sort,1,291.5,291.5,291.5,0.0,0.003430531732418525,0.003430531732418525
flat_valid,32,simplified_jordan_reference,1,160458.5,160458.5,160458.5,0.0,0.031154472963414215,0.031154472963414215
flat_valid,32,simplified_jordan_paper_ordinary_list,1,410166.5,410166.5,410166.5,0.0,0.024073150781450947,0.024073150781450947
flat_valid,64,python_sort,1,375.0,375.0,375.0,0.0,0.112,0.112
flat_valid,64,simplified_jordan_reference,1,527146.0,527146.0,527146.0,0.0,0.028534789223478886,0.028534789223478886
flat_valid,64,simplified_jordan_paper_ordinary_list,1,851604.5,851604.5,851604.5,0.0,0.017222783580875863,0.017222783580875863
flat_valid,128,python_sort,1,479.0,479.0,479.0,0.0,0.08768267223382047,0.08768267223382047
flat_valid,128,simplified_jordan_reference,1,1881979.0,1881979.0,1881979.0,0.0,0.01405860532981505,0.01405860532981505
flat_valid,128,simplified_jordan_paper_ordinary_list,1,1730708.5,1730708.5,1730708.5,0.0,0.016250570214452635,0.016250570214452635
flat_valid,256,python_sort,1,709.0,709.0,709.0,0.0,0.11706629055007052,0.11706629055007052
flat_valid,256,simplified_jordan_reference,1,7144979.0,7144979.0,7144979.0,0.0,0.002531008138722311,0.002531008138722311
flat_valid,256,simplified_jordan_paper_ordinary_list,1,3664542.0,3664542.0,3664542.0,0.0,0.02674249606089929,0.02674249606089929
flat_valid,512,python_sort,1,1395.5,1395.5,1395.5,0.0,0.2687208885704049,0.2687208885704049
flat_valid,512,simplified_jordan_reference,1,28965520.5,28965520.5,28965520.5,0.0,0.003180471070768433,0.003180471070768433
flat_valid,512,simplified_jordan_paper_ordinary_list,1,8120666.5,8120666.5,8120666.5,0.0,0.005833880753507117,0.005833880753507117
incremental_valid,32,python_sort,5,812.5,718.5,854.5,136.0,0.10338461538461538,0.12858249419054996
incremental_valid,32,simplified_jordan_reference,5,182042.0,178614.75,183771.0,5156.25,0.03235543403964457,0.04583320601887217
incremental_valid,32,simplified_jordan_paper_ordinary_list,5,571645.5,561219.0,614697.75,53478.75,0.019970418729789705,0.03467296037257322
incremental_valid,64,python_sort,5,1417.0,1312.5,1447.75,135.25,0.058434782608695654,0.05861581920903955
incremental_valid,64,simplified_jordan_reference,5,585687.5,578573.0,590604.25,12031.25,0.017072244157507202,0.027854696192865715
incremental_valid,64,simplified_jordan_paper_ordinary_list,5,1298042.0,1241250.25,1306583.25,65333.0,0.016199779090428853,0.02304879485021443
incremental_valid,128,python_sort,5,2729.5,2698.25,2822.75,124.5,0.045795933321121085,0.308506883162725
incremental_valid,128,simplified_jordan_reference,5,2097542.0,2075500.25,2115906.25,40406.0,0.01765932987482815,0.021370418391591362
incremental_valid,128,simplified_jordan_paper_ordinary_list,5,2825146.0,2780770.25,2890114.75,109344.5,0.010619235621199513,0.023181301406586266
incremental_valid,256,python_sort,5,5187.5,5020.75,5323.25,302.5,0.033822784810126585,0.06994698167612315
incremental_valid,256,simplified_jordan_reference,5,7948854.5,7836229.25,7963448.0,127218.75,0.005574019079411966,0.01013240335447076
incremental_valid,256,simplified_jordan_paper_ordinary_list,5,6686395.5,6367271.0,6830104.25,462833.25,0.012806830621907746,0.01775797801877205
incremental_valid,512,python_sort,5,11208.0,10614.25,11520.75,906.5,0.09562057754828839,0.26017130620985013
incremental_valid,512,simplified_jordan_reference,5,33270541.5,33033447.75,33277916.5,244468.75,0.0023143596866314906,0.0050258964384965275
incremental_valid,512,simplified_jordan_paper_ordinary_list,5,18850583.5,18563291.75,19246187.25,682895.5,0.012092766096524677,0.014630422448196364
nested_valid,32,python_sort,1,708.0,708.0,708.0,0.0,0.11864406779661017,0.11864406779661017
nested_valid,32,simplified_jordan_reference,1,185833.5,185833.5,185833.5,0.0,0.00897039554224615,0.00897039554224615
nested_valid,32,simplified_jordan_paper_ordinary_list,1,479937.5,479937.5,479937.5,0.0,0.011805703867691105,0.011805703867691105
nested_valid,64,python_sort,1,1167.0,1167.0,1167.0,0.0,0.286203941730934,0.286203941730934
nested_valid,64,simplified_jordan_reference,1,612208.5,612208.5,612208.5,0.0,0.024228673727986462,0.024228673727986462
nested_valid,64,simplified_jordan_paper_ordinary_list,1,1057604.5,1057604.5,1057604.5,0.0,0.020801726921547706,0.020801726921547706
nested_valid,128,python_sort,1,2333.0,2333.0,2333.0,0.0,0.23231890270038577,0.23231890270038577
nested_valid,128,simplified_jordan_reference,1,2223688.0,2223688.0,2223688.0,0.0,0.012292192070110555,0.012292192070110555
nested_valid,128,simplified_jordan_paper_ordinary_list,1,2481146.0,2481146.0,2481146.0,0.0,0.015869682799802994,0.015869682799802994
nested_valid,256,python_sort,1,4771.0,4771.0,4771.0,0.0,0.3232026828757074,0.3232026828757074
nested_valid,256,simplified_jordan_reference,1,8525250.0,8525250.0,8525250.0,0.0,0.007614674056479282,0.007614674056479282
nested_valid,256,simplified_jordan_paper_ordinary_list,1,6289229.0,6289229.0,6289229.0,0.0,0.014137980983042595,0.014137980983042595
nested_valid,512,python_sort,1,10583.5,10583.5,10583.5,0.0,0.0669910710067558,0.0669910710067558
nested_valid,512,simplified_jordan_reference,1,34424645.5,34424645.5,34424645.5,0.0,0.004525623945786167,0.004525623945786167
nested_valid,512,simplified_jordan_paper_ordinary_list,1,17892771.0,17892771.0,17892771.0,0.0,0.01573261067276835,0.01573261067276835
